('P5', 'A31', 'RU111'),
('RS11', 'A31', 'RU112'),
('P6', 'A31', 'RU112'),
('RS11', 'A31', 'RU113'),
('P7', 'A31', 'RU113'),
('RS11', 'A32', 'RU114'),
('P8', 'A32', 'RU114'),
('RS11', 'A33', 'RU115'),
('P5', 'A33', 'RU115'),
('RS11', 'A33', 'RU116'),
('P6', 'A33', 'RU116'),
('RS11', 'A33', 'RU117'),
('P7', 'A33', 'RU117'),
('RS11', 'A33', 'RU118'),
('P8', 'A33', 'RU118'),
('ST1', 'A34', 'RU119'),
('ST2', 'A35', 'RU120'),
('ST3', 'A36', 'RU121'),
('ST4', 'A37', 'RU122'),
('ST5', 'A38', 'RU123'),
('SY11', 'PR2', 'RU124'),
('SY6', 'PR2', 'RU124'),
('SY16', 'PR2', 'RU124'),
('SY4', 'PR2', 'RU124'),
('SY8', 'PR2', 'RU124'),
('SY15', 'PR2', 'RU124'),
('SY11', 'PR2', 'RU125'),
('SY6', 'PR2', 'RU125'),
('SY4', 'PR2', 'RU125'),
('SY8', 'PR2', 'RU125'),
('SY15', 'PR2', 'RU125'),
('SY11', 'PR2', 'RU126'),
('SY9', 'PR2', 'RU126'),
('SY10', 'PR2', 'RU126'),
('SY12', 'PR2', 'RU126'),
('SY11', 'PR2', 'RU127'),
('SY4', 'PR2', 'RU127'),
('SY8', 'PR2', 'RU127'),
('SY15', 'PR2', 'RU127'),
('SY11', 'PR2', 'RU128'),
('SY9', 'PR2', 'RU128'),
('SY4', 'PR2', 'RU128'),
('SY15', 'PR2', 'RU128'),
('SY11', 'PR2', 'RU129'),
('SY10', 'PR2', 'RU129'),
('SY12', 'PR2', 'RU129'),
('SY4', 'PR2', 'RU129'),
('SY11', 'PR2', 'RU130'),
('SY10', 'PR2', 'RU130'),
('SY15', 'PR2', 'RU130'),
('SY12', 'PR2', 'RU130'),
('SY13', 'PR2', 'RU131'),
('SY9', 'PR2', 'RU131'),
('SY15', 'PR2', 'RU131'),
('SY12', 'PR2', 'RU131'),
('SY18', 'PR2', 'RU132'),
('SY13', 'PR2', 'RU132'),
('SY10', 'PR2', 'RU132'),
('SY15', 'PR2', 'RU132'),
('SY11', 'PR2', 'RU133'),
('SY4', 'PR2', 'RU133'),
('SY9', 'PR2', 'RU133'),
('SY10', 'PR2', 'RU133'),
('SY11', 'PR2', 'RU134'),
('SY10', 'PR2', 'RU134'),
('SY12', 'PR2', 'RU134'),
('SY4', 'PR2', 'RU134'),
('SY11', 'PR2', 'RU135'),
('SY10', 'PR2', 'RU135'),
('SY15', 'PR2', 'RU135'),
('SY12', 'PR2', 'RU135'),
('SY6', 'PR2', 'RU136'),
('SY13', 'PR2', 'RU136'),
('SY16', 'PR2', 'RU136'),
('SY8', 'PR2', 'RU136'),
('SY9', 'PR2', 'RU136'),
('SY6', 'PR2', 'RU137'),
('SY13', 'PR2', 'RU137'),
('SY18', 'PR2', 'RU137'),
('SY8', 'PR2', 'RU137'),
('SY9', 'PR2', 'RU137'),
('SY6', 'PR2', 'RU138'),
('SY18', 'PR2', 'RU138'),
('SY8', 'PR2', 'RU138'),
('SY9', 'PR2', 'RU138'),
('SY10', 'PR2', 'RU138'),
('SY6', 'PR2', 'RU139'),
('SY16', 'PR2', 'RU139'),
('SY8', 'PR2', 'RU139'),
('SY9', 'PR2', 'RU139'),
('SY10', 'PR2', 'RU139'),
('SY6', 'PR2', 'RU140'),
('SY8', 'PR2', 'RU140'),
('SY9', 'PR2', 'RU140'),
('SY10', 'PR2', 'RU140'),
('SY6', 'PR2', 'RU141'),
('SY4', 'PR2', 'RU141'),
('SY8', 'PR2', 'RU141'),
('SY15', 'PR2', 'RU141'),
('SY6', 'PR2', 'RU142'),
('SY13', 'PR2', 'RU142'),
('SY4', 'PR2', 'RU142'),
('SY9', 'PR2', 'RU142'),
('SY15', 'PR2', 'RU142'),
('SY16', 'PR2', 'RU143'),
('SY18', 'PR2', 'RU143'),
('SY12', 'PR2', 'RU143'),
('SY4', 'PR2', 'RU143'),
('SY16', 'PR2', 'RU144'),
('SY13', 'PR2', 'RU144'),
('SY9', 'PR2', 'RU144'),
('SY15', 'PR2', 'RU144'),
('SY10', 'PR2', 'RU144'),
('SY13', 'PR2', 'RU145'),
('SY18', 'PR2', 'RU145'),
('SY8', 'PR2', 'RU145'),
('SY9', 'PR2', 'RU145'),
('SY13', 'PR2', 'RU146'),
('SY8', 'PR2', 'RU146'),
('SY9', 'PR2', 'RU146'),
('SY10', 'PR2', 'RU146'),
('SY15', 'PR2', 'RU147'),
('SY8', 'PR2', 'RU147'),
('SY9', 'PR2', 'RU147'),
('SY10', 'PR2', 'RU147'),
('SY15', 'PR2', 'RU148'),
('SY4', 'PR2', 'RU148'),
('SY8', 'PR2', 'RU148'),
('SY10', 'PR2', 'RU148'),
('SY14', 'PR3', 'RU149'),
('SY16', 'PR3', 'RU149'),
('SY17', 'PR3', 'RU149'),
('SY33', 'PR3', 'RU149'),
('SY14', 'PR3', 'RU150'),
('SY16', 'PR3', 'RU150'),
('SY17', 'PR3', 'RU150'),
('SY19', 'PR3', 'RU150'),
('SY14', 'PR3', 'RU151'),
('SY17', 'PR3', 'RU151'),
('SY19', 'PR3', 'RU151'),
('SY33', 'PR3', 'RU151'),
('SY14', 'PR3', 'RU152'),
('SY41', 'PR3', 'RU152'),
('SY17', 'PR3', 'RU152'),
('SY41', 'PR3', 'RU153'),
('SY16', 'PR3', 'RU153'),
('SY33', 'PR3', 'RU153'),
('SY41', 'PR3', 'RU154'),
('SY17', 'PR3', 'RU154'),
('SY19', 'PR3', 'RU154'),
('SY41', 'PR3', 'RU155'),
('SY16', 'PR3', 'RU155'),
('SY17', 'PR3', 'RU155'),
('SY33', 'PR3', 'RU155'),
('SY16', 'PR3', 'RU156'),
('SY17', 'PR3', 'RU156'),
('SY19', 'PR3', 'RU156'),
('SY33', 'PR3', 'RU156'),
('SY2', 'PR4', 'RU157'),
('SY6', 'PR4', 'RU157'),
('SY14', 'PR4', 'RU157'),
('SY21', 'PR4', 'RU157'),
('SY22', 'PR4', 'RU157'),
('SY12', 'PR4', 'RU157'),
('SY2', 'PR4', 'RU158'),
('SY6', 'PR4', 'RU158'),
('SY20', 'PR4', 'RU158'),
('SY22', 'PR4', 'RU158'),
('SY2', 'PR4', 'RU159'),
('SY6', 'PR4', 'RU159'),
('SY20', 'PR4', 'RU159'),
('SY12', 'PR4', 'RU159'),
('SY2', 'PR4', 'RU160'),
('SY6', 'PR4', 'RU160'),
('SY20', 'PR4', 'RU160'),
('SY21', 'PR4', 'RU160'),
('SY2', 'PR4', 'RU161'),
('SY14', 'PR4', 'RU161'),
('SY20', 'PR4', 'RU161'),
('SY21', 'PR4', 'RU161'),
('SY2', 'PR4', 'RU162'),
('SY14', 'PR4', 'RU162'),
('SY20', 'PR4', 'RU162'),
('SY22', 'PR4', 'RU162'),
('SY2', 'PR4', 'RU163'),
('SY14', 'PR4', 'RU163'),
('SY20', 'PR4', 'RU163'),
('SY12', 'PR4', 'RU163'),
('SY2', 'PR4', 'RU164'),
('SY20', 'PR4', 'RU164'),
('SY21', 'PR4', 'RU164'),
('SY2', 'PR4', 'RU165'),
('SY20', 'PR4', 'RU165'),
('SY22', 'PR4', 'RU165'),
('SY24', 'PR4', 'RU165'),
('SY20', 'PR4', 'RU166'),
('SY12', 'PR4', 'RU166'),
('SY21', 'PR4', 'RU166'),
('SY2', 'PR4', 'RU167'),
('SY20', 'PR4', 'RU167'),
('SY24', 'PR4', 'RU167'),
('SY12', 'PR4', 'RU167'),
('SY6', 'PR4', 'RU168'),
('SY14', 'PR4', 'RU168'),
('SY20', 'PR4', 'RU168'),
('SY21', 'PR4', 'RU168'),
('SY6', 'PR4', 'RU169'),
('SY14', 'PR4', 'RU169'),
('SY20', 'PR4', 'RU169'),
('SY22', 'PR4', 'RU169'),
('SY6', 'PR4', 'RU170'),
('SY20', 'PR4', 'RU170'),
('SY22', 'PR4', 'RU170'),
('SY12', 'PR4', 'RU170'),
('SY6', 'PR4', 'RU171'),
('SY20', 'PR4', 'RU171'),
('SY21', 'PR4', 'RU171'),
('SY6', 'PR4', 'RU172'),
('SY20', 'PR4', 'RU172'),
('SY12', 'PR4', 'RU172'),
('SY6', 'PR4', 'RU173'),
('SY12', 'PR4', 'RU173'),
('SY24', 'PR4', 'RU173'),
('SY20', 'PR4', 'RU173'),
('SY20', 'PR4', 'RU174'),
('SY22', 'PR4', 'RU174'),
('SY24', 'PR4', 'RU174'),
('SY20', 'PR4', 'RU175'),
('SY22', 'PR4', 'RU175'),
('SY21', 'PR4', 'RU175'),
('SY24', 'PR4', 'RU175'),
('SY20', 'PR4', 'RU176'),
('SY12', 'PR4', 'RU176'),
('SY24', 'PR4', 'RU176'),
('SY5', 'PR5', 'RU177'),
('SY16', 'PR5', 'RU177'),
('SY18', 'PR5', 'RU177'),
('SY27', 'PR5', 'RU177'),
('SY5', 'PR5', 'RU178'),
('SY16', 'PR5', 'RU178'),
('SY26', 'PR5', 'RU178'),
('SY27', 'PR5', 'RU178'),
('SY5', 'PR5', 'RU179'),
('SY18', 'PR5', 'RU179'),
('SY26', 'PR5', 'RU179'),
('SY27', 'PR5', 'RU179'),
('SY5', 'PR5', 'RU180'),
('SY25', 'PR5', 'RU180'),
('SY26', 'PR5', 'RU180'),
('SY27', 'PR5', 'RU180'),
('SY16', 'PR5', 'RU181'),
('SY18', 'PR5', 'RU181'),
('SY27', 'PR5', 'RU181'),
('SY25', 'PR5', 'RU181'),
('SY16', 'PR5', 'RU182'),
('SY25', 'PR5', 'RU182'),
('SY26', 'PR5', 'RU182'),
('SY27', 'PR5', 'RU182'),
('SY16', 'PR5', 'RU183'),
('SY18', 'PR5', 'RU183'),
('SY26', 'PR5', 'RU183'),
('SY27', 'PR5', 'RU183'),
('SY16', 'PR5', 'RU184'),
('SY18', 'PR5', 'RU184'),
('SY25', 'PR5', 'RU184'),
('SY27', 'PR5', 'RU184'),
('SY16', 'PR5', 'RU185'),
('SY26', 'PR5', 'RU185'),
('SY27', 'PR5', 'RU185'),
('SY16', 'PR5', 'RU186'),
('SY25', 'PR5', 'RU186'),
('SY27', 'PR5', 'RU186'),
('SY16', 'PR5', 'RU187'),
('SY18', 'PR5', 'RU187'),
('SY27', 'PR5', 'RU187'),
('SY18', 'PR5', 'RU188'),
('SY25', 'PR5', 'RU188'),
('SY26', 'PR5', 'RU188'),
('SY27', 'PR5', 'RU188'),
('SY18', 'PR5', 'RU189'),
('SY26', 'PR5', 'RU189'),
('SY27', 'PR5', 'RU189'),
('SY11', 'PR9', 'RU190'),
('SY37', 'PR9', 'RU190'),
('SY5', 'PR9', 'RU190'),
('SY16', 'PR9', 'RU190'),
('SY11', 'PR9', 'RU191'),
('SY16', 'PR9', 'RU191'),
('SY37', 'PR9', 'RU191'),
('SY11', 'PR9', 'RU192'),
('SY5', 'PR9', 'RU192'),
('SY37', 'PR9', 'RU192'),
('SY5', 'PR9', 'RU193'),
('SY16', 'PR9', 'RU193'),
('SY37', 'PR9', 'RU193'),
('SY5', 'PR9', 'RU194'),
('SY37', 'PR9', 'RU194'),
('SY1', 'PR10', 'RU195'),
('SY2', 'PR10', 'RU195'),
('SY5', 'PR10', 'RU195'),
('SY37', 'PR10', 'RU195'),
('SY9', 'PR10', 'RU195'),
('SY1', 'PR10', 'RU196'),
('SY2', 'PR10', 'RU196'),
('SY9', 'PR10', 'RU196'),
('SY37', 'PR10', 'RU196'),
('SY1', 'PR10', 'RU197'),
('SY2', 'PR10', 'RU197'),
('SY16', 'PR10', 'RU197'),
('SY9', 'PR10', 'RU197'),
('SY37', 'PR10', 'RU197'),
('SY1', 'PR10', 'RU198'),
('SY37', 'PR10', 'RU198'),
('SY38', 'PR10', 'RU198'),
('SY1', 'PR10', 'RU199'),
('SY9', 'PR10', 'RU199'),
('SY38', 'PR10', 'RU199'),
('SY2', 'PR10', 'RU200'),
('SY40', 'PR10', 'RU200'),
('SY1', 'PR10', 'RU200'),
('SY38', 'PR10', 'RU200'),
('SY1', 'PR10', 'RU201'),
('SY38', 'PR10', 'RU201'),
('SY37', 'PR10', 'RU201'),
('SY38', 'PR10', 'RU202'),
('SY37', 'PR10', 'RU202'),
('SY9', 'PR10', 'RU202'),
('SY40', 'PR10', 'RU203'),
('SY37', 'PR10', 'RU203'),
('SY9', 'PR10', 'RU203'),
('SY1', 'PR10', 'RU204'),
('SY38', 'PR10', 'RU204'),
('SY9', 'PR10', 'RU204'),
('SY5', 'PR10', 'RU205'),
('SY16', 'PR10', 'RU205'),
('SY9', 'PR10', 'RU205'),
('SY40', 'PR10', 'RU205'),
('SY5', 'PR10', 'RU206'),
('SY16', 'PR10', 'RU206'),
('SY40', 'PR10', 'RU206'),
('SY37', 'PR10', 'RU206'),
('SY5', 'PR10', 'RU207'),
('SY9', 'PR10', 'RU207'),
('SY37', 'PR10', 'RU207'),
('SY38', 'PR10', 'RU207'),
('SY5', 'PR10', 'RU208'),
('SY37', 'PR10', 'RU208'),
('SY38', 'PR10', 'RU208'),
('SY5', 'PR10', 'RU209'),
('SY16', 'PR10', 'RU209'),
('SY40', 'PR10', 'RU209'),
('SY38', 'PR10', 'RU209'),
('SY9', 'PR10', 'RU210'),
('SY16', 'PR10', 'RU210'),
('SY38', 'PR10', 'RU210'),
('SY9', 'PR10', 'RU211'),
('SY37', 'PR10', 'RU211'),
('SY38', 'PR10', 'RU211'),
('SY9', 'PR10', 'RU212'),
('SY16', 'PR10', 'RU212'),
('SY37', 'PR10', 'RU212'),
('SY40', 'PR10', 'RU212'),
('SY9', 'PR10', 'RU213'),
('SY16', 'PR10', 'RU213'),
('SY37', 'PR10', 'RU213'),
('SY14', 'PR11', 'RU214'),
('SY39', 'PR11', 'RU214'),
('SY20', 'PR11', 'RU214'),
('SY23', 'PR11', 'RU214'),
('SY14', 'PR11', 'RU215'),
('SY39', 'PR11', 'RU215'),
('SY20', 'PR11', 'RU215'),
('SY12', 'PR11', 'RU215'),
('SY14', 'PR11', 'RU216'),
('SY39', 'PR11', 'RU216'),
('SY1', 'PR11', 'RU216'),
('SY23', 'PR11', 'RU216'),
('SY14', 'PR11', 'RU217'),
('SY39', 'PR11', 'RU217'),
('SY12', 'PR11', 'RU217'),
('SY21', 'PR11', 'RU217'),
('SY14', 'PR11', 'RU218'),
('SY12', 'PR11', 'RU218'),
('SY20', 'PR11', 'RU218'),
('SY21', 'PR11', 'RU218'),
('SY14', 'PR11', 'RU219'),
('SY12', 'PR11', 'RU219'),
('SY20', 'PR11', 'RU219'),
('SY23', 'PR11', 'RU219'),
('SY12', 'PR11', 'RU220'),
('SY20', 'PR11', 'RU220'),
('SY21', 'PR11', 'RU220'),
('SY39', 'PR11', 'RU221'),
('SY12', 'PR11', 'RU221'),
('SY20', 'PR11', 'RU221'),
('SY39', 'PR11', 'RU222'),
('SY20', 'PR11', 'RU222'),
('SY23', 'PR11', 'RU222'),
('SY1', 'PR11', 'RU223'),
('SY39', 'PR11', 'RU223'),
('SY20', 'PR11', 'RU223'),
('SY21', 'PR11', 'RU223'),
('SY1', 'PR11', 'RU224'),
('SY39', 'PR11', 'RU224'),
('SY20', 'PR11', 'RU224'),
('SY1', 'PR11', 'RU225'),
('SY20', 'PR11', 'RU225'),
('SY21', 'PR11', 'RU225'),
('SY12', 'PR11', 'RU226'),
('SY21', 'PR11', 'RU226'),
('SY23', 'PR11', 'RU226'),
('SY1', 'PR11', 'RU227'),
('SY12', 'PR11', 'RU227'),
('SY20', 'PR11', 'RU227'),
('SY39', 'PR11', 'RU228'),
('SY12', 'PR11', 'RU228'),
('SY21', 'PR11', 'RU228'),
('SY20', 'PR11', 'RU228'),
('SY1', 'PR11', 'RU229'),
('SY20', 'PR11', 'RU229'),
('SY12', 'PR11', 'RU229'),
('SY23', 'PR11', 'RU229'),
('SY1', 'PR11', 'RU230'),
('SY12', 'PR11', 'RU230'),
('SY21', 'PR11', 'RU230'),
('SY23', 'PR11', 'RU230'),
('SY43', 'PR12', 'RU231'),
('SY44', 'PR12', 'RU231'),
('SY43', 'PR13', 'RU232'),
('SY42', 'PR13', 'RU232'),
